timecode_ns,devicetime_ns
57036841538607,113737058949199
57036841635658,113737059046249
57036874866111,113737092276536
57036874963824,113737092374249
57036908193623,113737125603874
57036908291998,113737125702249
57036941521069,113737158931161
57036941620157,113737159030249
57036974848464,113737192258499
57036974948215,113737192358249
57037008213158,113737225623074
57037008308333,113737225718249
57037041536928,113737258946661
57037041636517,113737259046250
57037074864449,113737292273999
57037074964700,113737292374249
57037108195614,113737325605036
57037108292827,113737325702249
57037141522965,113737358932374
57037141620841,113737359030249
57037174872101,113737392281286
57037174949064,113737392358249
57037208212055,113737425620949
57037208309356,113737425718249
57037241544430,113737458953199
57037241637481,113737459046249
57037274871892,113737492280536
57037274965606,113737492374249
57037308199360,113737525607824
57037308293786,113737525702249
57037341526956,113737558935161
57037341622044,113737559030249
57037374858073,113737592266249
57037374950073,113737592358249
57037408215279,113737625623324
57037408310205,113737625718249
57037441546498,113737658954411
57037441638336,113737659046249
57037474873917,113737692281699
57037474966467,113737692374249
57037508201385,113737725609036
57037508294599,113737725702249
57037541528854,113737758936374
57037541622730,113737759030249
57037574856348,113737792263699
57037574950899,113737792358249
57037608221182,113737825628286
57037608279146,113737825686249
57037641544672,113737858951874
57037641639045,113737859046249
57037674871512,113737892279199
57037674966563,113737892374249
57037708203053,113737925610249
57037708295055,113737925702249
57037741530870,113737958937574
57037741623546,113737959030249
57037774853270,113737992259574
57037774951946,113737992358249
57037808191726,113738025597874
57037808280102,113738025686249
57037841546523,113738058952449
57037841640324,113738059046250
57037874872347,113738092278161
57037874968436,113738092374249
57037908202123,113738125607824
57037908296548,113738125702249
57037941529390,113738158934949
57037941624690,113738159030249
57037974864402,113738192269749
57037974952902,113738192358249
57038008191801,113738225597036
57038008281014,113738225686249
57038041544812,113738258949999
57038041641062,113738259046249
57038074872303,113738292277324
57038074969229,113738292374249
57038108200970,113738325605824
57038108297395,113738325702249
57038141525718,113738358930411
57038141625557,113738359030249
57038174853208,113738392257749
57038174953708,113738392358249
57038208184469,113738425588786
57038208281933,113738425686249
57038241541908,113738458945911
57038241642246,113738459046249
57038274869300,113738492273199
57038274970350,113738492374249
57038308200491,113738525604286
57038308298454,113738525702249
57038341527931,113738558931624
57038341626556,113738559030249
57038374859079,113738592262661
57038374954668,113738592358249
57038408182826,113738625586249
57038408282826,113738625686249
57038441510309,113738658913574
57038441610984,113738659014249
57038474841517,113738692244624
57038474939143,113738692342249
57038508169001,113738725571949
57038508267301,113738725670249
57038541544909,113738758947699
57038541643460,113738759046249
57038574872386,113738792275036
57038574971599,113738792374249
57038608207076,113738825609574
57038608299752,113738825702249
57038641535912,113738858938074
57038641628088,113738859030249
57038674860933,113738892262874
57038674956308,113738892358249
57038708188327,113738925590199
57038708284377,113738925686249
57038741549231,113738958951036
57038741612444,113738959014249
57038774873637,113738992275574
57038774972309,113738992374249
57038808200468,113739025602911
57038808299808,113739025702249
57038841528290,113739058930249
57038841628291,113739059030249
57038874856098,113739092257574
57038874956774,113739092358249
57038908183847,113739125584911
57038908285186,113739125686249
57038941515065,113739158915949
57038941613365,113739159014249
57038974875821,113739192276574
57038974973496,113739192374249
57039008207002,113739225607624
57039008301627,113739225702249
57039041534458,113739258934949
57039041629758,113739259030249
57039074861926,113739292262286
57039074957889,113739292358249
57039108189395,113739325589624
57039108286021,113739325686249
57039141516872,113739358916949
57039141614172,113739359014249
57039174881199,113739392281074
57039174974374,113739392374249
57039208208719,113739425608411
57039208302558,113739425702250
57039241532315,113739458931824
57039241630741,113739459030249
57039274871976,113739492271286
57039274958940,113739492358249
57039308199488,113739525598574
57039308287164,113739525686249
57039341521863,113739558920824
57039341615288,113739559014249
57039374887419,113739592286324
57039374975345,113739592374250
57039408207459,113739625606200
57039408303509,113739625702249
57039441534748,113739658933324
57039441631673,113739659030249
57039474868337,113739692266749
57039474959838,113739692358249
57039508193452,113739725591699
57039508288002,113739725686249
57039541524703,113739758922786
57039541616167,113739759014249
57039574881933,113739792279874
57039574976308,113739792374249
57039608213111,113739825610949
57039608304412,113739825702249
57039641540647,113739858938287
57039641632610,113739859030249
57039674868133,113739892265574
57039674960808,113739892358249
57039708195668,113739925592911
57039708289006,113739925686249
57039741523204,113739958920249
57039741617205,113739959014249
57039774884199,113739992281074
57039774977374,113739992374249
57039808211491,113740025608411
57039808305327,113740025702249
57039841538688,113740058935749
57039841633190,113740059030249
57039874870327,113740092266786
57039874961790,113740092358249
57039908197732,113740125594124
57039908289858,113740125686249
57039941529868,113740158926124
57039941617994,113740159014249
57039974853664,113740192249749
57039974946165,113740192342249
57040008211002,113740225606874
57040008306378,113740225702249
57040041538402,113740258934161
57040041634490,113740259030249
57040074865853,113740292261499
57040074962603,113740292358249
57040108197082,113740325592574
57040108290758,113740325686249
57040141524573,113740358919874
57040141618948,113740359014249
57040174851911,113740392247199
57040174946961,113740392342249
57040208213065,113740425608036
57040208307279,113740425702249
57040241540670,113740458935374
57040241635546,113740459030249
57040274868261,113740492262699
57040274963812,113740492358249
57040308195755,113740525590036
57040308291968,113740525686249
57040341523000,113740558917374
57040341619875,113740559014249
57040374854204,113740592248411
57040374948043,113740592342249
57040408211488,113740625605536
57040408308201,113740625702249
57040441538984,113740658932874
57040441636360,113740659030249
57040474870179,113740692263911
57040474964518,113740692358249
57040508199463,113740725593036
57040508292676,113740725686249
57040541528334,113740758921749
57040541620835,113740759014249
57040574853471,113740792246749
57040574948971,113740792342249
57040608218533,113740825611699
57040608309084,113740825702249
57040641538896,113740858931824
57040641637321,113740859030249
57040674871558,113740892264249
57040674965559,113740892358249
57040708205536,113740925598036
57040708293749,113740925686249
57040741529474,113740958921874
57040741621850,113740959014249
57040774858427,113740992250574
57040774950102,113740992342249
57040808218445,113741025610449
57040808310245,113741025702249
57040841542293,113741058934286
57040841638256,113741059030249
57040874872286,113741092264161
57040874966374,113741092358249
57040908203735,113741125595411
57040908294573,113741125686249
57040941504019,113741158895499
57040941622769,113741159014249
57040974853755,113741192245161
57040974950843,113741192342249
57041008214733,113741225605999
57041008278983,113741225670249
57041041541944,113741258933324
57041041638867,113741259030249
57041074868854,113741292260661
57041074966444,113741292358249
57041108196655,113741325587999
57041108294906,113741325686249
57041141524442,113741358915324
57041141623368,113741359014249
57041174852203,113741392242661
57041174951792,113741392342249
57041208179832,113741425569999
57041208280082,113741425670249
57041241545544,113741458935499
57041241640295,113741459030249
57041274901445,113741492291249
57041274968445,113741492358249
57041308204006,113741525593661
57041308296595,113741525686249
57041341527544,113741558917074
57041341624719,113741559014249
57041374858446,113741592247911
57041374952785,113741592342249
57041408192160,113741625581499
57041408280910,113741625670249
57041441515697,113741658904911
57041441609036,113741658998249
57041474846661,113741692235749
57041474937161,113741692326249
57041508168986,113741725557949
57041508265287,113741725654249
57041541544662,113741758933499
57041541641412,113741759030249
57041574876787,113741792265499
57041574969538,113741792358249
57041608204238,113741825592824
57041608297663,113741825686249
57041641536451,113741858924824
57041641625878,113741859014249
57041674856548,113741892244499
57041674954299,113741892342249
57041708191550,113741925579286
57041708282514,113741925670249
57041741551158,113741958938749
57041741642659,113741959030249
57041774874638,113741992262124
57041774970763,113741992358249
57041808205817,113742025593199
57041808298867,113742025686249
57041841530709,113742058917949
57041841627010,113742059014249
57041874858240,113742092245286
57041874955203,113742092342250
57041908185619,113742125572624
57041908283245,113742125670249
57041941546615,113742158933449
57041941643416,113742159030249
57041974874089,113742192260786
57041974971552,113742192358249
57042008209473,113742225595999
57042008299724,113742225686250
57042041534616,113742258920949
57042041627916,113742259014249
57042074866001,113742292252249
57042074956002,113742292342249
57042108188851,113742325574874
57042108284227,113742325670249
57042141554913,113742358940824
57042141612338,113742358998249
57042174879685,113742392265786
57042174972147,113742392358249
57042208210588,113742425597074
57042208299764,113742425686249
57042241538433,113742458924411
57042241628272,113742459014249
57042274866229,113742492251699
57042274956781,113742492342249
57042308197732,113742525582786
57042308285196,113742525670249
57042341525184,113742558910074
57042341613360,113742558998249
57042374886284,113742592270949
57042374973585,113742592358249
57042408213746,113742625598286
57042408301710,113742625686249
57042441541159,113742658925574
57042441629835,113742659014249
57042474868621,113742692252911
57042474957960,113742692342249
57042508196084,113742725580249
57042508286085,113742725670249
57042541523534,113742758907574
57042541614210,113742758998249
57042574884511,113742792268411
57042574974350,113742792358249
57042608212035,113742825595749
57042608302536,113742825686249
57042641569346,113742858952874
57042641630721,113742859014249
57042674870782,113742892254124
57042674958907,113742892342249
57042708198292,113742925581449
57042708287093,113742925670249
57042741525796,113742958908786
57042741615259,113742958998249
57042774886756,113742992269624
57042774975382,113742992358249
57042808214247,113743025596949
57042808303547,113743025686249
57042841541749,113743058924286
57042841631713,113743059014249
57042874872953,113743092255324
57042874959878,113743092342249
57042908200456,113743125582661
57042908288044,113743125670249
57042941527959,113743158909999
57042941616210,113743158998250
57042974888950,113743192270824
57042974976375,113743192358249
57043008216447,113743225598161
57043008304536,113743225686249
57043041543881,113743258925449
57043041632682,113743259014249
57043074870952,113743292252374
57043074960828,113743292342249
57043108190942,113743325572249
57043108288942,113743325670249
57043141523246,113743358904499
57043141616997,113743358998249
57043174885229,113743392266286
57043174977193,113743392358249
57043208203856,113743425584786
57043208305318,113743425686249
57043241537319,113743458918374
57043241633197,113743459014249
57043274868827,113743492249249
57043274961827,113743492342249
57043308196225,113743525576536
57043308289938,113743525670249
57043341523717,113743558903874
57043341618093,113743558998249
57043374899622,113743592279624
57043374994247,113743592374249
57043408227101,113743625606949
57043408322402,113743625702249
57043441558306,113743658937999
57043441650556,113743659030249
57043474885786,113743692265324
57043474978711,113743692358249
57043508213277,113743725592661
57043508306866,113743725686249
57043541540770,113743758919999
57043541635020,113743759014249
57043574868211,113743792247286
57043574963175,113743792342249
57043608199454,113743825578374
57043608291329,113743825670249
57043641526980,113743858905699
57043641619531,113743858998249
57043674854552,113743892232999
57043674947802,113743892326249
57043708215497,113743925593874
57043708307873,113743925686249
57043741542926,113743958921161
57043741636014,113743959014249
57043774870406,113743992248499
57043774964156,113743992342249
57043808197901,113744025575824
57043808292327,113744025670249
57043841525459,113744058903161
57043841620547,113744058998249
57043874856636,113744092234199
57043874948687,113744092326249
57043908213972,113744125591324
57043908308898,113744125686249
57043941545164,113744158922374
57043941637039,113744159014249
57043974872631,113744192249699
57043974965181,113744192342249
57044008200098,113744225577036
57044008293311,113744225670249
57044041527509,113744258904374
57044041621384,113744258998249
57044074854910,113744292231699
57044074949461,113744292326249
57044108215994,113744325592536
57044108309708,113744325686249
57044141543475,113744358919874
57044141637850,113744359014249
57044174870955,113744392247199
57044174966006,113744392342249
57044208202157,113744425578249
57044208294158,113744425670249
57044241529753,113744458905574
57044241622428,113744458998249
57044274857252,113744492232874
57044274950627,113744492326249
57044308219173,113744525594699
57044308310723,113744525686249
57044341540181,113744558915749
57044341638679,113744559014249
57044374867011,113744592242874
57044374966386,113744592342249
57044408204367,113744625579999
57044408294618,113744625670249
57044441533099,113744658908499
57044441622850,113744658998249
57044474859456,113744692234624
57044474951081,113744692326249
57044508193062,113744725567999
57044508279313,113744725654249
57044541549044,113744758923749
57044541639545,113744759014249
57044574949277,113744792323749
57044574967777,113744792342249
57044608202133,113744825576374
57044608296008,113744825670249
57044641534602,113744858908574
57044641624278,113744858998249
57044674861824,113744892235499
57044674952574,113744892326249
57044708184111,113744925557749
57044708280611,113744925654249
57044741544816,113744958918374
57044741640691,113744959014249
57044774876999,113744992250374
57044774968875,113744992342249
57044808201969,113745025575161
57044808297058,113745025670249
57044841525528,113745058898536
57044841625241,113745058998249
57044874856549,113745092229374
57044874953425,113745092326249
57044908187766,113745125560411
57044908281605,113745125654249
57044941554841,113745158927324
57044941641767,113745159014249
57044974898404,113745192270749
57044974969904,113745192342249
57045008205829,113745225578036
57045008298042,113745225670249
57045041533309,113745258905374
57045041626185,113745258998249
57045074864539,113745292236449
57045074954340,113745292326249
57045108191964,113745325563749
57045108282464,113745325654249
57045141552934,113745358924624
57045141642559,113745359014249
57045174880429,113745392251911
57045174970768,113745392342249
57045208207975,113745425579249
57045208298976,113745425670249
57045241535496,113745458906574
57045241627172,113745458998249
57045274862985,113745492233911
57045274955324,113745492326249
57045308190485,113745525561249
57045308283486,113745525654249
57045341551531,113745558922074
57045341643707,113745559014249
57045374884296,113745592254699
57045374971846,113745592342249
57045408205919,113745625576199
57045408299969,113745625670249
57045441530254,113745658900411
57045441628092,113745658998249
57045474867165,113745692237199
57045474956215,113745692326249
57045508189213,113745725559124
57045508284338,113745725654249
57045541551586,113745758921374
57045541612461,113745758982249
57045574875450,113745792245374
57045574972322,113745792342249
57045608203802,113745825574286
57045608299767,113745825670249
57045641530748,113745858900661
57045641628338,113745858998249
57045674861194,113745892230536
57045674956909,113745892326249
57045708186715,113745925555536
57045708285429,113745925654249
57045741525691,113745958894249
57045741613691,113745958982249
57045774886514,113745992255074
57045774973689,113745992342249
57045808214047,113746025582411
57045808301885,113746025670249
57045841541581,113746058909749
57045841630081,113746058998249
57045874869074,113746092237074
57045874958249,113746092326249
57045908200226,113746125568124
57045908286351,113746125654249
57045941527705,113746158895449
57045941614506,113746158982249
57045974884985,113746192252574
57045974974660,113746192342249
57046008216190,113746225583624
57046008302815,113746225670249
57046041543669,113746258910949
57046041630970,113746258998249
57046074871161,113746292238286
57046074959125,113746292326249
57046108198604,113746325565574
57046108287279,113746325654249
57046141526072,113746358892911
57046141615410,113746358982249
57046174887004,113746392253749
57046174975504,113746392342249
57046208214532,113746425581074
57046208303708,113746425670249
57046241545785,113746458912124
57046241631911,113746458998249
57046274917614,113746492283749
57046274960114,113746492326249
57046308229067,113746525594999
57046308320318,113746525686249
57046341557753,113746558923499
57046341648504,113746559014249
57046374885220,113746592250824
57046374976645,113746592342249
57046408212723,113746625578161
57046408304812,113746625670249
57046441543728,113746658908999
57046441632978,113746658998249
57046474867270,113746692232375
57046474961145,113746692326249
57046508194761,113746725559699
57046508289312,113746725654249
57046541524603,113746758889374
57046541617478,113746758982249
57046574885353,113746792250000
57046574945603,113746792310250
57046608213851,113746825578499
57046608305601,113746825670249
57046641535076,113746858899574
57046641633753,113746858998249
57046674872651,113746892236661
57046674962240,113746892326249
57046708201333,113746925565161
57046708290422,113746925654249
57046741525096,113746958888786
57046741618559,113746958982249
57046774886071,113746992249624
57046774978696,113746992342249
57046808213531,113747025576949
57046808306831,113747025670249
57046841544709,113747058907999
57046841634960,113747058998249
57046874872162,113747092235324
57046874963088,113747092326249
57046908199628,113747125562661
57046908291216,113747125654249
57046941527094,113747158889999
57046941619344,113747158982249
57046974854514,113747192217286
57046974947477,113747192310249
57047008215542,113747225578161
57047008307630,113747225670249
57047041543000,113747258905449
57047041635801,113747258998249
57047074870508,113747292232786
57047074963971,113747292326249
57047108201766,113747325563874
57047108292142,113747325654249
57047141529224,113747358891161
57047141620312,113747358982249
57047174856736,113747392218499
57047174948486,113747392310249
57047208217739,113747425579325
57047208308664,113747425670249
57047241545234,113747458906661
57047241636822,113747458998249
57047274872730,113747492233999
57047274964980,113747492326249
57047308195513,113747525556624
57047308293138,113747525654249
57047341527871,113747558888824
57047341621297,113747558982249
57047374852617,113747592213411
57047374949456,113747592310249
57047408213193,113747625573824
57047408309619,113747625670249
57047441549106,113747658909574
57047441637781,113747658998249
57047474874980,113747692235286
57047474965943,113747692326249
57047508204605,113747725564749
57047508294106,113747725654249
57047541531893,113747758891874
57047541622268,113747758982249
57047574855214,113747792215036
57047574950427,113747792310249
57047608213467,113747825573124
57047608310592,113747825670249
57047641547000,113747858906536
57047641638713,113747858998249
57047674875359,113747892234824
57047674966786,113747892326249
57047708205667,113747925564499
57047708295417,113747925654249
57047741535383,113747958894161
57047741623472,113747958982249
57047774858886,113747992217536
57047774951599,113747992310249
57047808184913,113748025543499
57047808279664,113748025638249
57047841548437,113748058906874
57047841639813,113748058998249
57047874878220,113748092236536
57047874967934,113748092326249
57047908205466,113748125563661
57047908296055,113748125654249
57047941531766,113748158889824
57047941624191,113748158982249
57047974857923,113748192215786
57047974952387,113748192310249
57048008185485,113748225543124
57048008280611,113748225638249
57048041546496,113748258903949
57048041640796,113748258998249
57048074875952,113748292233249
57048074968952,113748292326249
57048108200895,113748325558036
57048108297108,113748325654249
57048141528389,113748358885374
57048141625264,113748358982249
57048174855832,113748392212661
57048174953420,113748392310249
57048208183339,113748425539999
57048208281589,113748425638249
57048241544367,113748458900824
57048241641792,113748458998249
57048274871891,113748492228161
57048274969980,113748492326250
57048308203166,113748525559249
57048308298167,113748525654249
57048341535171,113748558891074
57048341626347,113748558982249
57048374856580,113748592212324
57048374954505,113748592310249
57048408238738,113748625594324
57048408330664,113748625686249
57048441561572,113748658916999
57048441658822,113748659014249
57048474894142,113748692249411
57048474986981,113748692342249
57048508225338,113748725580449
57048508315139,113748725670249
57048541555584,113748758910536
57048541643297,113748758998249
57048574883080,113748792237874
57048574971456,113748792326249
57048608210582,113748825565199
57048608299633,113748825654249
57048641538158,113748858892536
57048641627872,113748858982249
57048674869396,113748892223574
57048674956071,113748892310249
57048708196791,113748925550911
57048708284130,113748925638249
57048741557803,113748958911749
57048741612303,113748958966249
57048774885074,113748992239074
57048774972247,113748992326249
57048808211942,113749025566411
57048808299781,113749025654249
57048841539754,113749058893749
57048841628256,113749058982249
57048874867554,113749092221074
57048874956731,113749092310249
57048908209201,113749125562324
57048908285127,113749125638249
57048941516903,113749158869874
57048941613279,113749158966249
57048974878077,113749192230911
57048974973416,113749192326249
57049008208315,113749225560999
57049008301566,113749225654249
57049041537590,113749258890124
57049041629716,113749258982249
57049074864121,113749292216499
57049074957871,113749292310249
57049108190633,113749325542874
57049108286008,113749325638249
57049141520974,113749358873161
57049141614063,113749358966249
57049174884709,113749392236749
57049174974209,113749392326249
57049208206969,113749425558786
57049208302433,113749425654249
57049241529855,113749458881449
57049241630656,113749458982249
57049274904629,113749492255999
57049274958879,113749492310249
57049308219852,113749525570999
57049308319103,113749525670249
57049341551291,113749558902249
57049341647291,113749558998249
57049374881261,113749592232124
57049374975386,113749592326249
57049408208717,113749625559449
57049408303517,113749625654249
57049441547348,113749658897949
57049441631648,113749658982249
57049474863654,113749692214124
57049474959780,113749692310249
57049508191110,113749725541449
57049508287911,113749725638249
57049541522292,113749758872499
57049541616042,113749758966249
57049574879573,113749792229624
57049574976199,113749792326249
57049608210831,113749825560661
57049608304419,113749825654249
57049641538348,113749858887999
57049641632598,113749858982249
57049674865852,113749892215324
57049674960778,113749892310249
57049708193409,113749925542661
57049708288998,113749925638249
57049741524703,113749958873699
57049741617253,113749958966249
57049774881855,113749992230824
57049774977280,113749992326249
57049808209209,113750025558161
57049808305296,113750025654249
57049841536375,113750058885449
57049841633177,113750058982249
57049874868095,113750092216536
57049874961808,113750092310249
57049908195577,113750125543874
57049908289952,113750125638249
57049941522965,113750158871161
57049941618053,113750158966249
57049974850514,113750192198499
57049974946265,113750192294249
57050008211491,113750225559324
57050008306416,113750225654249
57050041538994,113750258886661
57050041634583,113750258982249
57050074866499,113750292213999
57050074962749,113750292310249
57050108193970,113750325541324
57050108290895,113750325638249
57050141525097,113750358872374
57050141618972,113750358966249
57050174852529,113750392199699
57050174947080,113750392294249
57050208213616,113750425560536
57050208307330,113750425654249
57050241541175,113750458887874
57050241635551,113750458982249
57050274874058,113750492220536
57050274963772,113750492310249
57050308201554,113750525547824
57050308291980,113750525638249
57050341529077,113750558875161
57050341620165,113750558966249
57050374856616,113750592202499
57050374948366,113750592294249
57050408217543,113750625563324
57050408308468,113750625654249
57050441544982,113750658890661
57050441636570,113750658982249
57050474876122,113750692221699
57050474964672,113750692310249
57050508203561,113750725549036
57050508292775,113750725638249
57050541531001,113750758876374
57050541620877,113750758966249
57050574858479,113750792203699
57050574949030,113750792294249
57050608219595,113750825564536
57050608309308,113750825654249
57050641550816,113750858895574
57050641637492,113750858982250
57050674874624,113750892219199
57050674965675,113750892310249
57050708202145,113750925546536
57050708293858,113750925638249
57050741596666,113750958940874
57050741670042,113750959014249
57050774909300,113750992253325
57050774998225,113750992342249
57050808236783,113751025580624
57050808326408,113751025670249
57050841562166,113751058905824
57050841654592,113751058998249
57050874889686,113751092233161
57050874982775,113751092326249
57050908213424,113751125556749
57050908310924,113751125654249
57050941544576,113751158887824
57050941639001,113751158982249
57050974872088,113751192215161
57050974967176,113751192310249
57051008199551,113751225542449
57051008295351,113751225638249
57051041526982,113751258869786
57051041623444,113751258966249
57051074854304,113751292197124
57051074951430,113751292294249
57051108219211,113751325561699
57051108279761,113751325622249
57051141549638,113751358891999
57051141639889,113751358982249
57051174868563,113751392210699
57051174968114,113751392310249
57051208202375,113751425544286
57051208296339,113751425638250
57051241534077,113751458875786
57051241624541,113751458966249
57051274859180,113751492200749
57051274952680,113751492294249
57051308182769,113751525524161
57051308280857,113751525622249
57051341545947,113751558887124
57051341641072,113751558982249
57051374928857,113751592269874
57051374969232,113751592310249
57051408204016,113751625544874
57051408297391,113751625638249
57051441537338,113751658878036
57051441625551,113751658966249
57051474860910,113751692201449
57051474953711,113751692294249
57051508187032,113751725527411
57051508281870,113751725622249
57051541546654,113751758886874
57051541642030,113751758982249
57051574874139,113751792214199
57051574970189,113751792310249
57051608211386,113751825551286
57051608298349,113751825638249
57051641527708,113751858867449
57051641626509,113751858966249
57051674855226,113751892194786
57051674954690,113751892294249
57051708186513,113751925525824
57051708282939,113751925622249
57051741543847,113751958882949
57051741643147,113751958982249
57051774875014,113751992213999
57051774971264,113751992310249
57051808202583,113752025541324
57051808299508,113752025638249
57051841530021,113752058868661
57051841627610,113752058966249
57051874859317,113752092197786
57051874955780,113752092294249
57051908188183,113752125526499
57051908283933,113752125622249
57051941550225,113752158888499
57051941643975,113752158982249
57051974877595,113752192215824
57051974972018,113752192310249
57052008205733,113752225544124
57052008299860,113752225638249
57052041540944,113752258878699
57052041628494,113752258966249
57052074868286,113752292205999
57052074956536,113752292294249
57052108211676,113752325549199
57052108284726,113752325622249
57052141513109,113752358850449
57052141612909,113752358950249
57052174874094,113752392211286
57052174973058,113752392310249
57052208205865,113752425542786
57052208301329,113752425638249
57052241541099,113752458877749
57052241629600,113752458966249
57052274871233,113752492207624
57052274957858,113752492294249
57052308190101,113752525526324
57052308286026,113752525622249
57052341517477,113752558853661
57052341614066,113752558950249
57052374878457,113752592214499
57052374974207,113752592310249
57052408208073,113752625543949
57052408302374,113752625638249
57052441534202,113752658869911
57052441630540,113752658966249
57052474859156,113752692194699
57052474958707,113752692294249
57052508198998,113752725534374
57052508286874,113752725622249
57052541526490,113752758861699
57052541615040,113752758950249
57052574887500,113752792222536
57052574975214,113752792310249
57052608206607,113752825541449
57052608303407,113752825638249
57052641535512,113752858870161
57052641631600,113752858966249
57052674860705,113752892195161
57052674959794,113752892294249
57052708188399,113752925522661
57052708287987,113752925622249
57052741528493,113752958862574
57052741616169,113752958950249
57052774915514,113752992249449
57052774976315,113752992310249
57052808265335,113753025599124
57052808304461,113753025638249
57052841544393,113753058878036
57052841632606,113753058966249
57052874871877,113753092205374
57052874960752,113753092294249
57052908309473,113753125642824
57052908336898,113753125670249
57052941574419,113753158907624
57052941665044,113753158998249
57052974903015,113753192236074
57052974993190,113753192326249
57053008229461,113753225562374
57053008321336,113753225654249
57053041557256,113753258889999
57053041649507,113753258982249
57053074884783,113753292217324
57053074977708,113753292310249
57053108305615,113753325638249
57053108324815,113753325657449
57053141542153,113753358874999
57053141633406,113753358966249
57053174866510,113753392198574
57053174962186,113753392294249
57053208196875,113753425528661
57053208290464,113753425622249
57053241517946,113753458849499
57053241618697,113753458950249
57053274860517,113753492191911
57053274946856,113753492278249
57053308208555,113753525539786
57053308307018,113753525638249
57053341573306,113753558904374
57053341667181,113753558998249
57053374899630,113753592230536
57053374995344,113753592326249
57053408265293,113753625596036
57053408323506,113753625654249
57053441559293,113753658889874
57053441651669,113753658982249
57053474886781,113753692217199
57053474979831,113753692310249
57053508214243,113753725544499
57053508307994,113753725638250
57053541541731,113753758871824
57053541636156,113753758966249
57053574869230,113753792199161
57053574964318,113753792294249
57053608200430,113753825530199
57053608292481,113753825622249
57053641557718,113753858887324
57053641652644,113753858982249
57053674885291,113753892214661
57053674980880,113753892310249
57053708216709,113753925545699
57053708309260,113753925638249
57053741544187,113753958873036
57053741637400,113753958966249
57053774871666,113753992200374
57053774965541,113753992294249
57053808193257,113754025521824
57053808293682,113754025622249
57053841520734,113754058849161
57053841621823,113754058950249
57053874857224,113754092185536
57053874949937,113754092278249
57053908216004,113754125544249
57053908310005,113754125638249
57053941547612,113754158875699
57053941638163,113754158966249
57053974879607,113754192207536
57053974966321,113754192294249
57054008202698,113754225530411
57054008294536,113754225622249
57054041525609,113754258853249
57054041622610,113754258950249
57054074741054,113754292068536
57054074950768,113754292278249
57054108219104,113754325546411
57054108278942,113754325606249
57054141547978,113754358875324
57054141638901,113754358966249
57054174873115,113754392200949
57054174966416,113754392294249
57054208233344,113754425560624
57054208294970,113754425622249
57054241531223,113754458857949
57054241623524,113754458950249
57054274863177,113754492189449
57054274951977,113754492278249
57054308180596,113754525506749
57054308280096,113754525606249
57054341547987,113754558874074
57054341640163,113754558966249
57054374874531,113754592200449
57054374968332,113754592294249
57054408204575,113754625530324
57054408296501,113754625622249
57054441534619,113754658860199
57054441624670,113754658950249
57054474862338,113754692187749
57054474952839,113754692278249
57054508189832,113754725515074
57054508281008,113754725606249
57054541550839,113754758875911
57054541641177,113754758966249
57054574878346,113754792203249
57054574969346,113754792294249
57054608205840,113754825530574
57054608297515,113754825622249
57054641570596,113754858895161
57054641625684,113754858950249
57054674860853,113754892185249
57054674953853,113754892278249
57054708236722,113754925560949
57054708330023,113754925654249
57054741567978,113754958892036
57054741658192,113754958982249
57054774895435,113754992219324
57054774986361,113754992310249
57054808222926,113755025546661
57054808314514,113755025638249
57054841550394,113755058873999
57054841642644,113755058966249
57054874877914,113755092201324
57054874970840,113755092294249
57054908205447,113755125528661
57054908299036,113755125622249
57054941538759,113755158861824
57054941627184,113755158950249
57054974862427,113755192185449
57054974955227,113755192278249
57055008184788,113755225507661
57055008283377,113755225606249
57055041555593,113755258878286
57055041643557,113755258966249
57055074883087,113755292205624
57055074971712,113755292294249
57055108205291,113755325527824
57055108299717,113755325622249
57055141535297,113755358857499
57055141628047,113755358950249
57055174855420,113755392177411
57055174956258,113755392278249
57055208186694,113755425508449
57055208284495,113755425606249
57055241547768,113755458869286
57055241612731,113755458934249
57055274875212,113755492196624
57055274972838,113755492294249
57055308209887,113755525531161
57055308300975,113755525622249
57055341531112,113755558852249
57055341629112,113755558950249
57055374858580,113755592179574
57055374957256,113755592278249
57055408189793,113755625510624
57055408285418,113755625606249
57055441517080,113755658837749
57055441613581,113755658934249
57055474851993,113755692172499
57055474941743,113755692262249
57055508174980,113755725495324
57055508269906,113755725590249
57055541535980,113755758856161
57055541630068,113755758950249
57055574863480,113755792183499
57055574958230,113755792278249
57055608190988,113755825510824
57055608286414,113755825606249
57055641515765,113755858835374
57055641614641,113755858934249
57055674876783,113755892196249
57055674974783,113755892294249
57055708203079,113755925522374
57055708302954,113755925622249
57055741530575,113755958849699
57055741631125,113755958950249
57055774891583,113755992210536
57055774991296,113755992310249
57055808219092,113756025537874
57055808319467,113756025638249
57055841546591,113756058865199
57055841647641,113756058966249
57055874877816,113756092196249
57055874975817,113756092294249
57055908205294,113756125523574
57055908303970,113756125622249
57055941532784,113756158850911
57055941632123,113756158950249
57055974873775,113756192191749
57055974960276,113756192278249
57056008187553,113756225505374
57056008288429,113756225606249
57056041558531,113756258876199
57056041616582,113756258934249
57056074889734,113756292207249
57056074976735,113756292294249
57056108217213,113756325534574
57056108304889,113756325622249
57056141534457,113756358851699
57056141633007,113756358950250
57056174861866,113756392179036
57056174961080,113756392278249
57056208189442,113756425506324
57056208289367,113756425606249
57056241517014,113756458833661
