stream_id,hand_index,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
214-1,0,57094241546991,1010.0,1366.0,747.0,956.0,1.0
214-1,1,57094241546991,820.0,1081.0,99.0,278.0,1.0
214-1,0,57094274874511,1009.0,1366.0,748.0,958.0,1.0
214-1,1,57094274874511,816.0,1077.0,98.0,279.0,1.0
214-1,0,57094308202032,1007.0,1365.0,750.0,959.0,1.0
214-1,1,57094308202032,814.0,1075.0,98.0,280.0,1.0
214-1,0,57094341529574,1008.0,1366.0,752.0,961.0,1.0
214-1,1,57094341529574,814.0,1075.0,98.0,280.0,1.0
214-1,0,57094374857194,1011.0,1369.0,754.0,964.0,1.0
214-1,1,57094374857194,814.0,1078.0,99.0,282.0,1.0
214-1,0,57094408188201,1014.0,1372.0,758.0,968.0,1.0
214-1,1,57094408188201,815.0,1079.0,101.0,285.0,1.0
214-1,0,57094441515696,1016.0,1375.0,764.0,975.0,1.0
214-1,1,57094441515696,813.0,1078.0,106.0,292.0,1.0
214-1,0,57094474843165,1018.0,1377.0,771.0,983.0,0.9996227571735081
214-1,1,57094474843165,809.0,1075.0,113.0,302.0,1.0
214-1,0,57094508170660,1020.0,1378.0,778.0,990.0,0.997808102948455
214-1,1,57094508170660,806.0,1070.0,119.0,312.0,1.0
214-1,0,57094541546579,1022.0,1379.0,783.0,996.0,0.9959158620364031
214-1,1,57094541546579,804.0,1066.0,124.0,318.0,1.0
214-1,0,57094574874085,1024.0,1381.0,786.0,998.0,0.9939910101726993
214-1,1,57094574874085,802.0,1064.0,127.0,321.0,1.0
214-1,0,57094608205293,1027.0,1383.0,787.0,999.0,0.9915049119643111
214-1,1,57094608205293,802.0,1064.0,128.0,322.0,1.0
214-1,0,57094641532852,1029.0,1385.0,786.0,999.0,0.9899581191699981
214-1,1,57094641532852,805.0,1066.0,127.0,321.0,1.0
214-1,0,57094674860545,1030.0,1385.0,785.0,997.0,0.9898187887458274
214-1,1,57094674860545,806.0,1068.0,126.0,321.0,1.0
214-1,0,57094708195298,1029.0,1384.0,785.0,996.0,0.9910946639608452
214-1,1,57094708195298,807.0,1069.0,125.0,322.0,1.0
214-1,0,57094741556209,1028.0,1384.0,785.0,996.0,0.9920373027259685
214-1,1,57094741556209,806.0,1069.0,125.0,324.0,1.0
214-1,0,57094774883465,1028.0,1383.0,785.0,996.0,0.9925090943901972
214-1,1,57094774883465,805.0,1067.0,126.0,324.0,1.0
214-1,0,57094808210319,1028.0,1383.0,785.0,996.0,0.9922850228813762
214-1,1,57094808210319,804.0,1067.0,126.0,324.0,1.0
214-1,0,57094841538043,1028.0,1383.0,785.0,996.0,0.992303265717163
214-1,1,57094841538043,805.0,1068.0,126.0,322.0,1.0
214-1,0,57094874869466,1028.0,1382.0,784.0,994.0,0.9933042142651435
214-1,1,57094874869466,807.0,1070.0,126.0,317.0,1.0
214-1,0,57094908197189,1027.0,1381.0,782.0,992.0,0.9945214695917534
214-1,1,57094908197189,810.0,1072.0,124.0,312.0,1.0
214-1,0,57094941524900,1026.0,1381.0,780.0,989.0,0.9956238428430595
214-1,1,57094941524900,814.0,1076.0,123.0,306.0,1.0
214-1,0,57094974886066,1029.0,1382.0,777.0,987.0,0.9943172241084544
214-1,1,57094974886066,820.0,1082.0,122.0,302.0,1.0
214-1,0,57095008213558,1043.0,1393.0,773.0,983.0,0.9799504830331569
214-1,1,57095008213558,837.0,1100.0,119.0,295.0,1.0
214-1,0,57095041541037,1082.0,1418.0,766.0,976.0,0.9220623201101239
214-1,1,57095041541037,877.0,1139.0,116.0,283.0,0.9939759036144579
214-1,0,57095074868530,1142.0,1453.0,756.0,970.0,0.8161925601750547
214-1,1,57095074868530,938.0,1192.0,115.0,266.0,0.8944220399655626
214-1,0,57095108196005,1218.0,1550.0,748.0,965.0,0.5198379697937067
214-1,1,57095108196005,1016.0,1249.0,108.0,248.0,0.6686816050026055
214-1,0,57095141527133,1291.0,1898.0,744.0,1020.0,0.12184401660133734
214-1,1,57095141527133,1092.0,1339.0,44.0,237.0,0.2690977226866532
214-1,0,57095174875066,1351.0,2753.0,742.0,1231.0,0.01093495186195185
214-1,1,57095174875066,1153.0,1588.0,-151.0,235.0,0.03581050170284146
214-1,0,57095208210912,1393.0,4228.0,743.0,1605.0,0.00013534241631327259
214-1,1,57095208210912,1196.0,1978.0,-468.0,241.0,0.0021447659681840597
214-1,0,57095241534246,,,,,0.0
214-1,1,57095241534246,1221.0,2372.0,-784.0,246.0,0.0
214-1,0,57095274865213,,,,,0.0
214-1,1,57095274865213,1238.0,2736.0,-1071.0,250.0,0.0
214-1,0,57095308188138,,,,,0.0
214-1,1,57095308188138,1247.0,3043.0,-1319.0,250.0,0.0
214-1,0,57095341523188,,,,,0.0
214-1,1,57095341523188,1252.0,3307.0,-1547.0,247.0,0.0
214-1,0,57095374881976,,,,,0.0
214-1,1,57095374881976,1254.0,3513.0,-1738.0,242.0,0.0
214-1,0,57095408208295,,,,,0.0
214-1,1,57095408208295,1255.0,3698.0,-1917.0,236.0,0.0
214-1,0,57095441539476,,,,,0.0
214-1,1,57095441539476,1255.0,3830.0,-2052.0,231.0,0.0
214-1,0,57095474863457,,,,,0.0
214-1,1,57095474863457,1256.0,3887.0,-2121.0,228.0,0.0
214-1,0,57095508194638,,,,,0.0
214-1,1,57095508194638,1256.0,3881.0,-2137.0,227.0,0.0
214-1,0,57095541518370,,,,,0.0
214-1,1,57095541518370,1256.0,3840.0,-2120.0,228.0,0.0
214-1,0,57095574879398,,,,,0.0
214-1,1,57095574879398,1261.0,3935.0,-2215.0,231.0,0.0
214-1,0,57095608207066,,,,,0.0
214-1,1,57095608207066,1269.0,4288.0,-2533.0,233.0,0.0
214-1,0,57095641534584,,,,,0.0
214-1,1,57095641534584,1277.0,4688.0,-2895.0,233.0,0.0
214-1,0,57095674862123,,,,,0.0
214-1,1,57095674862123,1285.0,5040.0,-3197.0,234.0,0.0
214-1,0,57095708192847,,,,,0.0
214-1,1,57095708192847,1292.0,5163.0,-3260.0,238.0,0.0
214-1,0,57095741527341,,,,,0.0
214-1,1,57095741527341,1294.0,4961.0,-3042.0,244.0,0.0
214-1,0,57095774883743,,,,,0.0
214-1,1,57095774883743,1292.0,4578.0,-2688.0,250.0,0.0
214-1,0,57095808215282,,,,,0.0
214-1,1,57095808215282,1289.0,4183.0,-2343.0,255.0,0.0
214-1,0,57095841539196,,,,,0.0
214-1,1,57095841539196,1285.0,3848.0,-2068.0,259.0,0.0
214-1,0,57095874912555,,,,,0.0
214-1,1,57095874912555,1277.0,3478.0,-1773.0,260.0,0.0
214-1,0,57095908191412,,,,,0.0
214-1,1,57095908191412,1262.0,2989.0,-1382.0,258.0,0.0
214-1,0,57095941523771,,,,,0.0
214-1,1,57095941523771,1242.0,2415.0,-894.0,255.0,0.0
214-1,0,57095974888705,,,,,0.0
214-1,1,57095974888705,1215.0,1868.0,-408.0,257.0,0.0018937554627561424
214-1,0,57096008213757,,,,,0.0
214-1,1,57096008213757,1176.0,1485.0,-61.0,270.0,0.07003657921291624
214-1,0,57096041537516,1406.0,5587.0,748.0,1717.0,0.0
214-1,1,57096041537516,1125.0,1324.0,99.0,294.0,0.40261760446280104
214-1,0,57096074869324,1354.0,3120.0,769.0,1256.0,0.00613106015277141
214-1,1,57096074869324,1063.0,1270.0,146.0,326.0,0.7680430879712746
214-1,0,57096108193049,1299.0,2144.0,791.0,1068.0,0.06540801819732726
214-1,1,57096108193049,1006.0,1234.0,157.0,358.0,0.9347240915208613
214-1,0,57096141520374,1257.0,1803.0,810.0,1021.0,0.19576127239036442
214-1,1,57096141520374,963.0,1200.0,167.0,383.0,0.9998319892473119
214-1,0,57096174880036,1217.0,1618.0,826.0,1037.0,0.39998460512136297
214-1,1,57096174880036,922.0,1163.0,178.0,404.0,0.9985283898131873
214-1,0,57096208221868,1185.0,1535.0,839.0,1051.0,0.566897089976586
214-1,1,57096208221868,886.0,1128.0,192.0,422.0,0.9982478301617701
214-1,0,57096241543885,1162.0,1497.0,853.0,1066.0,0.6568236681075619
214-1,1,57096241543885,857.0,1098.0,208.0,439.0,0.9991377186499137
214-1,0,57096274863577,1143.0,1473.0,868.0,1082.0,0.7130575109206756
214-1,1,57096274863577,829.0,1070.0,226.0,455.0,0.9980412585955407
214-1,0,57096308194793,1141.0,1477.0,888.0,1102.0,0.6874722715173025
214-1,1,57096308194793,812.0,1052.0,251.0,476.0,0.996104500995046
214-1,0,57096341535808,1150.0,1503.0,910.0,1124.0,0.5909103459701245
214-1,1,57096341535808,805.0,1045.0,275.0,498.0,0.9963034601332473
214-1,0,57096374885485,1161.0,1546.0,926.0,1143.0,0.46749979929888413
214-1,1,57096374885485,802.0,1040.0,298.0,520.0,0.9967809291804419
214-1,0,57096408215112,1169.0,1594.0,938.0,1159.0,0.3653066396350735
214-1,1,57096408215112,797.0,1034.0,319.0,541.0,0.9977240896358543
214-1,0,57096441539839,1175.0,1633.0,947.0,1170.0,0.2957817448891448
214-1,1,57096441539839,792.0,1029.0,334.0,558.0,0.9923275899864089
214-1,0,57096474872216,1179.0,1671.0,953.0,1177.0,0.24294578558811541
214-1,1,57096474872216,788.0,1024.0,345.0,571.0,0.9919657671819055
214-1,0,57096508196980,1184.0,1708.0,958.0,1183.0,0.2033024395440503
214-1,1,57096508196980,786.0,1022.0,352.0,581.0,0.9929608064656296
214-1,0,57096541524282,1187.0,1744.0,963.0,1187.0,0.17270116673695202
214-1,1,57096541524282,785.0,1022.0,358.0,588.0,0.9946898070198161
214-1,0,57096574856634,1189.0,1772.0,967.0,1191.0,0.151522100556097
214-1,1,57096574856634,784.0,1023.0,362.0,593.0,0.9909219372243395
214-1,0,57096608219906,1190.0,1797.0,971.0,1194.0,0.13545168834965648
214-1,1,57096608219906,783.0,1022.0,367.0,598.0,0.9951793865449426
214-1,0,57096641546166,1191.0,1816.0,974.0,1197.0,0.12401553946671376
214-1,1,57096641546166,781.0,1020.0,371.0,602.0,0.9917591801878736
214-1,0,57096674877331,1192.0,1830.0,976.0,1199.0,0.11704474936220093
214-1,1,57096674877331,777.0,1017.0,374.0,605.0,0.9955074448057505
214-1,0,57096708196161,1192.0,1840.0,977.0,1200.0,0.11115246037518818
214-1,1,57096708196161,770.0,1013.0,378.0,608.0,0.99734702610184
214-1,0,57096741523602,1193.0,1841.0,977.0,1200.0,0.1098993712812042
214-1,1,57096741523602,764.0,1012.0,380.0,609.0,0.9976053025443661
214-1,0,57096774851180,1192.0,1836.0,975.0,1200.0,0.11247422856071837
214-1,1,57096774851180,762.0,1009.0,381.0,608.0,0.9990145672664953
214-1,0,57096808215904,1192.0,1828.0,973.0,1199.0,0.1164952907629828
214-1,1,57096808215904,765.0,1009.0,380.0,606.0,0.999270260989011
214-1,0,57096841539314,1190.0,1809.0,971.0,1198.0,0.12576462825245663
214-1,1,57096841539314,771.0,1008.0,377.0,604.0,0.9996565196857156
214-1,0,57096874866062,1188.0,1784.0,968.0,1196.0,0.13941198362486043
214-1,1,57096874866062,778.0,1009.0,373.0,602.0,0.9996991964247346
214-1,0,57096908216279,1186.0,1763.0,965.0,1195.0,0.1517996568410094
214-1,1,57096908216279,780.0,1010.0,369.0,601.0,0.9994892747701737
214-1,0,57096941525520,1186.0,1755.0,963.0,1194.0,0.15691952493689956
214-1,1,57096941525520,782.0,1012.0,366.0,601.0,0.9990732940185342
214-1,0,57096974853305,1187.0,1758.0,962.0,1193.0,0.1559618690420378
214-1,1,57096974853305,783.0,1012.0,365.0,602.0,0.9994131701387433
214-1,0,57097008180807,1188.0,1765.0,962.0,1193.0,0.15166801963740384
214-1,1,57097008180807,783.0,1011.0,367.0,603.0,0.999580501719943
214-1,0,57097041541810,1189.0,1770.0,962.0,1193.0,0.14683829998852377
214-1,1,57097041541810,781.0,1008.0,370.0,606.0,0.9995781302733716
214-1,0,57097074869310,1189.0,1773.0,963.0,1194.0,0.14429063767398465
214-1,1,57097074869310,778.0,1005.0,372.0,608.0,0.9993218327470013
214-1,0,57097108196810,1188.0,1770.0,963.0,1195.0,0.14518224191946208
214-1,1,57097108196810,774.0,1001.0,375.0,609.0,0.9997007012142979
214-1,0,57097141524333,1186.0,1759.0,963.0,1196.0,0.15129531663295473
214-1,1,57097141524333,771.0,997.0,376.0,607.0,0.999567735800121
214-1,0,57097174855673,1184.0,1743.0,963.0,1196.0,0.16171801681276332
214-1,1,57097174855673,767.0,995.0,376.0,604.0,0.9988229652556782
214-1,0,57097208183244,1181.0,1726.0,962.0,1196.0,0.17277218589204812
214-1,1,57097208183244,766.0,994.0,375.0,601.0,0.9996951352293019
214-1,0,57097241544336,1180.0,1712.0,960.0,1195.0,0.18427079612548064
214-1,1,57097241544336,766.0,995.0,372.0,598.0,0.9991344988748485
214-1,0,57097274871840,1180.0,1706.0,958.0,1193.0,0.19011003016270872
214-1,1,57097274871840,767.0,997.0,370.0,596.0,0.9996142967343791
214-1,0,57097308199332,1180.0,1707.0,958.0,1193.0,0.1904326176239014
214-1,1,57097308199332,769.0,998.0,369.0,597.0,0.9985084803545555
214-1,0,57097341526806,1180.0,1707.0,958.0,1193.0,0.18914323365002444
214-1,1,57097341526806,770.0,998.0,369.0,599.0,0.9994035446489434
214-1,0,57097374854319,1181.0,1710.0,959.0,1194.0,0.18600181630023865
214-1,1,57097374854319,770.0,997.0,370.0,601.0,0.9997857020401166
214-1,0,57097408181823,1180.0,1705.0,959.0,1194.0,0.19011447295629605
214-1,1,57097408181823,768.0,996.0,370.0,600.0,0.9997832683138275
214-1,0,57097441513028,1178.0,1695.0,959.0,1194.0,0.19787261586260463
214-1,1,57097441513028,766.0,994.0,371.0,599.0,0.9997827786949344
214-1,0,57097474840531,1177.0,1692.0,959.0,1194.0,0.2014426001564265
214-1,1,57097474840531,767.0,996.0,371.0,600.0,0.9996152037282483
214-1,0,57097508201536,1177.0,1691.0,958.0,1193.0,0.2047264712942152
214-1,1,57097508201536,771.0,1000.0,369.0,602.0,0.9989084802686817
214-1,0,57097541543953,1177.0,1684.0,956.0,1191.0,0.21201506840261716
214-1,1,57097541543953,775.0,1003.0,366.0,604.0,0.9982213765718068
214-1,0,57097574871467,1175.0,1672.0,955.0,1190.0,0.22522724722253396
214-1,1,57097574871467,775.0,1003.0,363.0,604.0,0.9985570580474934
214-1,0,57097608199020,1172.0,1659.0,955.0,1190.0,0.23892632781267847
214-1,1,57097608199020,773.0,1001.0,362.0,602.0,0.9981661317884383
214-1,0,57097641530291,1171.0,1655.0,956.0,1191.0,0.24193548387096775
214-1,1,57097641530291,770.0,997.0,363.0,600.0,0.9989417541483238
214-1,0,57097674857720,1171.0,1661.0,957.0,1193.0,0.23446225087392747
214-1,1,57097674857720,766.0,994.0,367.0,599.0,0.999100025713551
214-1,0,57097708185294,1172.0,1666.0,958.0,1193.0,0.2289398345393476
214-1,1,57097708185294,764.0,992.0,370.0,599.0,0.9985334713595583
214-1,0,57097741550062,1172.0,1662.0,956.0,1192.0,0.23416655283886537
214-1,1,57097741550062,764.0,991.0,370.0,599.0,0.9987937273823885
214-1,0,57097774873547,1171.0,1646.0,953.0,1190.0,0.2512911593559393
214-1,1,57097774873547,764.0,990.0,367.0,600.0,0.9980291345329906
214-1,0,57097808200288,1169.0,1629.0,949.0,1188.0,0.2718124834890367
214-1,1,57097808200288,763.0,989.0,365.0,601.0,0.9984223766682301
214-1,0,57097841528133,1168.0,1620.0,948.0,1187.0,0.28506179473401394
214-1,1,57097841528133,762.0,987.0,364.0,602.0,0.998933219543418
214-1,0,57097874863429,1166.0,1611.0,948.0,1187.0,0.29481067997134885
214-1,1,57097874863429,760.0,984.0,366.0,603.0,0.9993990900506481
214-1,0,57097908187438,1163.0,1602.0,950.0,1188.0,0.30877166654160726
214-1,1,57097908187438,759.0,983.0,366.0,601.0,0.9996969565782069
214-1,0,57097941514897,1157.0,1580.0,952.0,1188.0,0.34708508738359484
214-1,1,57097941514897,760.0,988.0,360.0,590.0,1.0
214-1,0,57097974875783,1144.0,1538.0,950.0,1181.0,0.44153476204317843
214-1,1,57097974875783,763.0,998.0,343.0,564.0,1.0
214-1,0,57098008203341,1126.0,1486.0,944.0,1165.0,0.5891687251637848
214-1,1,57098008203341,769.0,1014.0,314.0,524.0,1.0
214-1,0,57098041530899,1110.0,1453.0,926.0,1144.0,0.7132286877014957
214-1,1,57098041530899,778.0,1034.0,283.0,486.0,1.0
214-1,0,57098074891945,1094.0,1431.0,909.0,1124.0,0.7815761531090565
214-1,1,57098074891945,792.0,1058.0,255.0,450.0,1.0
214-1,0,57098108223628,1075.0,1417.0,906.0,1104.0,0.8308996221791075
214-1,1,57098108223628,810.0,1085.0,232.0,414.0,1.0
214-1,0,57098141556275,1056.0,1405.0,917.0,1088.0,0.865159921253803
214-1,1,57098141556275,828.0,1113.0,217.0,385.0,1.0
214-1,0,57098174875292,1038.0,1392.0,918.0,1077.0,0.8918708471760798
214-1,1,57098174875292,851.0,1141.0,209.0,367.0,1.0
214-1,0,57098208205588,1019.0,1376.0,914.0,1068.0,0.9230627160233239
214-1,1,57098208205588,875.0,1169.0,207.0,356.0,1.0
214-1,0,57098241533334,1000.0,1361.0,906.0,1061.0,0.9604015468559622
214-1,1,57098241533334,896.0,1191.0,206.0,354.0,1.0
214-1,0,57098274868755,985.0,1348.0,895.0,1048.0,0.9882648784576697
214-1,1,57098274868755,912.0,1208.0,205.0,360.0,1.0
214-1,0,57098308189038,976.0,1340.0,883.0,1037.0,0.9993028659953525
214-1,1,57098308189038,921.0,1220.0,207.0,376.0,1.0
214-1,0,57098341519325,975.0,1336.0,875.0,1027.0,1.0
214-1,1,57098341519325,922.0,1225.0,213.0,399.0,1.0
214-1,0,57098374885247,977.0,1332.0,860.0,1017.0,1.0
214-1,1,57098374885247,920.0,1220.0,221.0,423.0,1.0
214-1,0,57098408250208,980.0,1328.0,844.0,1010.0,1.0
214-1,1,57098408250208,919.0,1207.0,232.0,442.0,1.0
214-1,0,57098441566755,981.0,1328.0,834.0,1007.0,1.0
214-1,1,57098441566755,914.0,1186.0,248.0,461.0,1.0
214-1,0,57098474903478,983.0,1330.0,827.0,1006.0,1.0
214-1,1,57098474903478,906.0,1163.0,268.0,479.0,1.0
214-1,0,57098508222600,988.0,1334.0,823.0,1005.0,1.0
214-1,1,57098508222600,904.0,1140.0,287.0,496.0,1.0
214-1,0,57098541554022,995.0,1340.0,820.0,1005.0,1.0
214-1,1,57098541554022,908.0,1123.0,303.0,511.0,1.0
214-1,0,57098574883120,1004.0,1345.0,817.0,1004.0,1.0
214-1,1,57098574883120,916.0,1113.0,315.0,522.0,1.0
214-1,0,57098608209713,1012.0,1352.0,810.0,1001.0,1.0
214-1,1,57098608209713,926.0,1109.0,324.0,528.0,1.0
214-1,0,57098641543833,1021.0,1357.0,804.0,996.0,1.0
214-1,1,57098641543833,940.0,1108.0,327.0,532.0,1.0
214-1,0,57098674861786,1030.0,1365.0,797.0,993.0,1.0
214-1,1,57098674861786,950.0,1122.0,329.0,534.0,0.9971742341532336
214-1,0,57098708191954,1040.0,1372.0,790.0,990.0,0.9999194955051657
214-1,1,57098708191954,960.0,1122.0,331.0,534.0,0.9909581734209328
214-1,0,57098741522234,1054.0,1382.0,784.0,987.0,0.9961529213753306
214-1,1,57098741522234,973.0,1132.0,330.0,532.0,0.992742148324096
214-1,0,57098774882135,1073.0,1394.0,778.0,984.0,0.9743097750772839
214-1,1,57098774882135,991.0,1152.0,328.0,529.0,0.9998002663115846
214-1,0,57098808208764,1092.0,1407.0,771.0,979.0,0.9456396824972606
214-1,1,57098808208764,1010.0,1174.0,322.0,524.0,1.0
214-1,0,57098841539015,1106.0,1417.0,768.0,977.0,0.9204527125114254
214-1,1,57098841539015,1026.0,1189.0,321.0,521.0,1.0
214-1,0,57098874873214,1118.0,1425.0,766.0,976.0,0.89786589489059
214-1,1,57098874873214,1038.0,1204.0,317.0,516.0,1.0
214-1,0,57098908199757,1130.0,1432.0,764.0,976.0,0.8751700865400316
214-1,1,57098908199757,1045.0,1215.0,313.0,510.0,1.0
214-1,0,57098941521387,1139.0,1437.0,764.0,978.0,0.8569402007856831
214-1,1,57098941521387,1046.0,1218.0,311.0,506.0,1.0
214-1,0,57098974851792,1145.0,1440.0,765.0,981.0,0.8431426075562349
214-1,1,57098974851792,1041.0,1214.0,308.0,503.0,1.0
214-1,0,57099008215547,1150.0,1443.0,766.0,983.0,0.8317892377907137
214-1,1,57099008215547,1030.0,1202.0,309.0,502.0,0.9993695227287056
214-1,0,57099041538363,1155.0,1446.0,767.0,985.0,0.8186957953672191
214-1,1,57099041538363,1016.0,1196.0,307.0,504.0,0.9984731853171321
214-1,0,57099074866305,1161.0,1450.0,770.0,986.0,0.8006588417672461
214-1,1,57099074866305,1002.0,1176.0,309.0,508.0,0.9961683335498117
214-1,0,57099108192639,1167.0,1454.0,772.0,988.0,0.7823874755381605
214-1,1,57099108192639,987.0,1157.0,315.0,513.0,0.9944205431567625
214-1,0,57099141526559,1174.0,1458.0,773.0,989.0,0.7621160313109334
214-1,1,57099141526559,975.0,1141.0,318.0,519.0,0.9913847008962691
214-1,0,57099174855523,1183.0,1464.0,772.0,987.0,0.7372697104931916
214-1,1,57099174855523,966.0,1128.0,321.0,523.0,0.9870856650882479
214-1,0,57099208215512,1194.0,1472.0,768.0,984.0,0.7074463463376488
214-1,1,57099208215512,961.0,1116.0,321.0,523.0,0.9889651058753355
214-1,0,57099241536916,1204.0,1481.0,763.0,980.0,0.6776564284250286
214-1,1,57099241536916,958.0,1108.0,322.0,523.0,0.9899427510444067
214-1,0,57099274867158,1213.0,1489.0,757.0,975.0,0.6494264736236841
214-1,1,57099274867158,958.0,1104.0,323.0,523.0,0.990293579441483
214-1,0,57099308199800,1221.0,1498.0,751.0,969.0,0.6216336457468264
214-1,1,57099308199800,960.0,1102.0,326.0,524.0,0.9904481998530492
214-1,0,57099341526246,1227.0,1504.0,744.0,963.0,0.6020970480474219
214-1,1,57099341526246,963.0,1100.0,328.0,525.0,0.9920715249662618
214-1,0,57099374860200,1231.0,1509.0,737.0,956.0,0.5919624435606853
214-1,1,57099374860200,965.0,1098.0,329.0,525.0,0.9935713665189818
214-1,0,57099408208892,1235.0,1513.0,729.0,947.0,0.5816002397362902
214-1,1,57099408208892,965.0,1095.0,330.0,526.0,0.9941343761109136
214-1,0,57099441540123,1239.0,1519.0,719.0,936.0,0.5650703382220892
214-1,1,57099441540123,964.0,1090.0,333.0,526.0,0.9943921852387844
214-1,0,57099476964127,1245.0,1529.0,709.0,925.0,0.5389809334007556
214-1,1,57099476964127,963.0,1088.0,337.0,528.0,0.9950445076626594
214-1,0,57099508277095,1252.0,1541.0,701.0,915.0,0.5052297567281702
214-1,1,57099508277095,963.0,1085.0,337.0,529.0,0.9957316507376821
214-1,0,57099541630701,1257.0,1551.0,695.0,908.0,0.47742532993748554
214-1,1,57099541630701,962.0,1080.0,344.0,533.0,0.9963435214700919
214-1,0,57099574935105,1259.0,1557.0,692.0,904.0,0.46287510717347813
214-1,1,57099574935105,958.0,1075.0,348.0,539.0,0.9961100569259962
214-1,0,57099608265126,1260.0,1561.0,690.0,900.0,0.45177880132244486
214-1,1,57099608265126,954.0,1071.0,356.0,544.0,0.9967401725790987
214-1,0,57099641599975,1261.0,1567.0,688.0,896.0,0.43653380128687225
214-1,1,57099641599975,952.0,1067.0,360.0,548.0,0.9969016266460109
214-1,0,57099674927520,1264.0,1574.0,686.0,892.0,0.41880998080614207
214-1,1,57099674927520,950.0,1063.0,367.0,551.0,0.9964891749561147
214-1,0,57099708258770,1266.0,1584.0,682.0,887.0,0.39576569082566343
214-1,1,57099708258770,950.0,1062.0,369.0,553.0,0.9964726631393298
214-1,0,57099741597562,1271.0,1596.0,674.0,877.0,0.3669753570867995
214-1,1,57099741597562,950.0,1061.0,368.0,551.0,0.9969592937714566
214-1,0,57099774906439,1276.0,1611.0,660.0,858.0,0.3371443154268215
214-1,1,57099774906439,949.0,1056.0,363.0,547.0,0.9968513234281217
214-1,0,57099808233943,1279.0,1627.0,644.0,835.0,0.31432154502131926
214-1,1,57099808233943,945.0,1047.0,359.0,541.0,0.9972296428218067
214-1,0,57099841613559,1282.0,1642.0,633.0,819.0,0.29580204357995815
214-1,1,57099841613559,941.0,1040.0,359.0,539.0,0.996597618332833
214-1,0,57099874892650,1286.0,1663.0,629.0,811.0,0.2714095301566145
214-1,1,57099874892650,940.0,1038.0,364.0,540.0,0.9963422068685227
214-1,0,57099908220132,1291.0,1691.0,629.0,808.0,0.24342404660052788
214-1,1,57099908220132,941.0,1036.0,371.0,545.0,0.9959739857541035
214-1,0,57099941547619,1294.0,1712.0,631.0,806.0,0.22469065128363205
214-1,1,57099941547619,940.0,1034.0,379.0,552.0,0.9955905511811024
214-1,0,57099974875107,1294.0,1718.0,632.0,804.0,0.22352188210368343
214-1,1,57099974875107,936.0,1030.0,387.0,560.0,0.9962149886449659
214-1,0,57100008202644,1292.0,1708.0,632.0,803.0,0.23728118161925602
214-1,1,57100008202644,930.0,1024.0,394.0,568.0,0.999778098302452
214-1,0,57100041530138,1288.0,1693.0,630.0,800.0,0.2577530441400305
214-1,1,57100041530138,920.0,1019.0,396.0,571.0,1.0
214-1,0,57100074861254,1286.0,1683.0,627.0,796.0,0.27148127336248806
214-1,1,57100074861254,909.0,1015.0,393.0,569.0,1.0
214-1,0,57100108188832,1285.0,1678.0,627.0,795.0,0.27979853116316
214-1,1,57100108188832,898.0,1010.0,390.0,556.0,1.0
214-1,0,57100141549854,1284.0,1679.0,632.0,800.0,0.2805291975323935
214-1,1,57100141549854,895.0,1002.0,393.0,542.0,1.0
214-1,0,57100174877428,1282.0,1668.0,638.0,807.0,0.2975302712404257
214-1,1,57100174877428,897.0,1006.0,406.0,537.0,1.0
214-1,0,57100208205004,1275.0,1639.0,643.0,813.0,0.3441725004007909
214-1,1,57100208205004,900.0,1007.0,428.0,549.0,1.0
214-1,0,57100241532543,1267.0,1610.0,646.0,817.0,0.39825548677546424
214-1,1,57100241532543,903.0,1012.0,448.0,566.0,1.0
214-1,0,57100274862343,1261.0,1590.0,648.0,818.0,0.4417000379994738
214-1,1,57100274862343,903.0,1012.0,459.0,580.0,1.0
214-1,0,57100308184638,1256.0,1575.0,649.0,818.0,0.4788231393000332
214-1,1,57100308184638,901.0,1008.0,470.0,591.0,1.0
214-1,0,57100341597842,1251.0,1562.0,647.0,815.0,0.5089200136041803
214-1,1,57100341597842,897.0,1003.0,475.0,596.0,1.0
214-1,0,57100374874220,1246.0,1549.0,642.0,808.0,0.5410266966462932
214-1,1,57100374874220,892.0,997.0,473.0,596.0,1.0
214-1,0,57100408204299,1242.0,1540.0,633.0,798.0,0.5662331795153118
214-1,1,57100408204299,886.0,992.0,470.0,592.0,1.0
214-1,0,57100441536703,1242.0,1536.0,625.0,788.0,0.5738148836905811
214-1,1,57100441536703,884.0,990.0,469.0,587.0,1.0
214-1,0,57100476536003,1243.0,1536.0,617.0,780.0,0.5713629050792922
214-1,1,57100476536003,883.0,990.0,468.0,584.0,1.0
214-1,0,57100508286036,1244.0,1538.0,612.0,774.0,0.5627896276333519
214-1,1,57100508286036,883.0,991.0,468.0,581.0,1.0
214-1,0,57100541617276,1247.0,1544.0,607.0,769.0,0.5439513757270766
214-1,1,57100541617276,885.0,994.0,467.0,577.0,1.0
214-1,0,57100574948518,1251.0,1551.0,601.0,763.0,0.5238233678974061
214-1,1,57100574948518,887.0,995.0,465.0,573.0,1.0
214-1,0,57100608268647,1254.0,1559.0,595.0,758.0,0.5039638320226687
214-1,1,57100608268647,886.0,995.0,464.0,570.0,0.9998448890957035
214-1,0,57100641603600,1256.0,1567.0,590.0,755.0,0.482776944236059
